Granularity,Start date,End date,Business ID,Business name,Store ID,Store name,Merchant supplied store ID,Channel,Fulfillment type,Is DashPass,Customer type,Currency,Total orders/deliveries (including cancelled),Total cancelled orders/deliveries,Gross sales,AOV
Day of 2025-02-21,2025-02-21,2025-02-21,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,15,0,285.43,19.03
Day of 2025-02-21,2025-02-21,2025-02-21,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,7,0,100.33,14.33
Day of 2025-02-21,2025-02-21,2025-02-21,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,3,0,81.98,27.33
Day of 2025-02-21,2025-02-21,2025-02-21,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,1,0,29.76,29.76
Day of 2025-02-22,2025-02-22,2025-02-22,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,9,0,144.93,16.10
Day of 2025-02-22,2025-02-22,2025-02-22,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,25,0,643.56,25.74
Day of 2025-02-22,2025-02-22,2025-02-22,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,14,0,274.96,19.64
Day of 2025-02-22,2025-02-22,2025-02-22,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,6,0,98.53,16.42
Day of 2025-02-22,2025-02-22,2025-02-22,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,23,0,443.43,19.28
Day of 2025-02-22,2025-02-22,2025-02-22,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,4,0,85.68,21.42
Day of 2025-02-22,2025-02-22,2025-02-22,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,2,0,18.47,9.24
Day of 2025-02-22,2025-02-22,2025-02-22,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,46,1,996.98,21.67
Day of 2025-02-22,2025-02-22,2025-02-22,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,6,0,206.45,34.41
Day of 2025-02-22,2025-02-22,2025-02-22,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,13,0,187.13,14.39
Day of 2025-02-22,2025-02-22,2025-02-22,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,29,0,512.95,17.69
Day of 2025-02-22,2025-02-22,2025-02-22,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,15,0,355.85,23.72
Day of 2025-02-22,2025-02-22,2025-02-22,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,unknown,USD,1,1,12.79,12.79
Day of 2025-02-23,2025-02-23,2025-02-23,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,7,0,113.72,16.25
Day of 2025-02-23,2025-02-23,2025-02-23,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,6,1,65.19,10.87
Day of 2025-02-23,2025-02-23,2025-02-23,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,40,1,838.71,20.97
Day of 2025-02-23,2025-02-23,2025-02-23,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,14,0,308.25,22.02
Day of 2025-02-23,2025-02-23,2025-02-23,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,3,0,52.19,17.40
Day of 2025-02-23,2025-02-23,2025-02-23,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,11,0,179.68,16.33
Day of 2025-02-23,2025-02-23,2025-02-23,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,25,0,538.15,21.53
Day of 2025-02-23,2025-02-23,2025-02-23,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,18,0,306.89,17.05
Day of 2025-02-23,2025-02-23,2025-02-23,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,unknown,USD,1,1,36.10,36.10
Day of 2025-02-23,2025-02-23,2025-02-23,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,38,1,931.31,24.51
Day of 2025-02-23,2025-02-23,2025-02-23,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,6,0,103.90,17.32
Day of 2025-02-23,2025-02-23,2025-02-23,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,32,0,653.22,20.41
Day of 2025-02-23,2025-02-23,2025-02-23,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,4,0,89.84,22.46
Day of 2025-02-24,2025-02-24,2025-02-24,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,15,0,381.26,25.42
Day of 2025-02-24,2025-02-24,2025-02-24,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,8,0,158.47,19.81
Day of 2025-02-24,2025-02-24,2025-02-24,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,11,0,185.50,16.86
Day of 2025-02-24,2025-02-24,2025-02-24,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,5,0,72.78,14.56
Day of 2025-02-24,2025-02-24,2025-02-24,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,3,0,43.94,14.65
Day of 2025-02-24,2025-02-24,2025-02-24,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,30,0,634.94,21.16
Day of 2025-02-24,2025-02-24,2025-02-24,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,16,0,313.93,19.62
Day of 2025-02-24,2025-02-24,2025-02-24,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,3,0,67.70,22.57
Day of 2025-02-24,2025-02-24,2025-02-24,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,3,0,45.29,15.10
Day of 2025-02-24,2025-02-24,2025-02-24,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,3,0,83.06,27.69
Day of 2025-02-24,2025-02-24,2025-02-24,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,15,0,262.05,17.47
Day of 2025-02-24,2025-02-24,2025-02-24,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,60.02,20.01
Day of 2025-02-25,2025-02-25,2025-02-25,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,21,0,388.17,18.48
Day of 2025-02-25,2025-02-25,2025-02-25,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,17,0,293.79,17.28
Day of 2025-02-25,2025-02-25,2025-02-25,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,24,2,546.84,22.79
Day of 2025-02-25,2025-02-25,2025-02-25,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,1,0,16.47,16.47
Day of 2025-02-25,2025-02-25,2025-02-25,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,6,0,88.82,14.80
Day of 2025-02-25,2025-02-25,2025-02-25,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,10,0,163.45,16.35
Day of 2025-02-25,2025-02-25,2025-02-25,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,7,0,80.53,11.50
Day of 2025-02-25,2025-02-25,2025-02-25,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,2,0,20.75,10.38
Day of 2025-02-25,2025-02-25,2025-02-25,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,28,0,635.99,22.71
Day of 2025-02-25,2025-02-25,2025-02-25,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,6,0,88.74,14.79
Day of 2025-02-25,2025-02-25,2025-02-25,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,6,0,107.58,17.93
Day of 2025-02-25,2025-02-25,2025-02-25,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,2,0,44.11,22.06
Day of 2025-02-26,2025-02-26,2025-02-26,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,9,0,173.20,19.24
Day of 2025-02-26,2025-02-26,2025-02-26,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,2,0,50.19,25.10
Day of 2025-02-26,2025-02-26,2025-02-26,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,38,0,814.16,21.43
Day of 2025-02-26,2025-02-26,2025-02-26,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,8,0,158.34,19.79
Day of 2025-02-26,2025-02-26,2025-02-26,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,89.88,29.96
Day of 2025-02-26,2025-02-26,2025-02-26,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,21,0,422.91,20.14
Day of 2025-02-26,2025-02-26,2025-02-26,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,18,0,381.73,21.21
Day of 2025-02-26,2025-02-26,2025-02-26,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,17,0,391.51,23.03
Day of 2025-02-26,2025-02-26,2025-02-26,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,34,0,797.26,23.45
Day of 2025-02-26,2025-02-26,2025-02-26,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,2,0,30.54,15.27
Day of 2025-02-26,2025-02-26,2025-02-26,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,3,0,38.83,12.94
Day of 2025-02-26,2025-02-26,2025-02-26,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,unknown,USD,1,1,17.67,17.67
Day of 2025-02-26,2025-02-26,2025-02-26,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,6,0,116.73,19.46
Day of 2025-02-27,2025-02-27,2025-02-27,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,11,0,165.44,15.04
Day of 2025-02-27,2025-02-27,2025-02-27,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,14,0,288.00,20.57
Day of 2025-02-27,2025-02-27,2025-02-27,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,28,0,577.59,20.63
Day of 2025-02-27,2025-02-27,2025-02-27,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,33,0,618.73,18.75
Day of 2025-02-27,2025-02-27,2025-02-27,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,39.65,13.22
Day of 2025-02-27,2025-02-27,2025-02-27,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,3,0,61.52,20.51
Day of 2025-02-27,2025-02-27,2025-02-27,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,13,2,183.57,14.12
Day of 2025-02-27,2025-02-27,2025-02-27,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,9,0,134.36,14.93
Day of 2025-02-27,2025-02-27,2025-02-27,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,18,0,357.11,19.84
Day of 2025-02-27,2025-02-27,2025-02-27,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,3,0,42.00,14.00
Day of 2025-02-27,2025-02-27,2025-02-27,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,4,0,64.51,16.13
Day of 2025-02-28,2025-02-28,2025-02-28,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,44,0,969.85,22.04
Day of 2025-02-28,2025-02-28,2025-02-28,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,23,1,625.94,27.21
Day of 2025-02-28,2025-02-28,2025-02-28,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,4,0,79.55,19.89
Day of 2025-02-28,2025-02-28,2025-02-28,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,16,0,279.64,17.48
Day of 2025-02-28,2025-02-28,2025-02-28,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,14,0,206.94,14.78
Day of 2025-02-28,2025-02-28,2025-02-28,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,3,0,38.65,12.88
Day of 2025-02-28,2025-02-28,2025-02-28,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,6,0,134.48,22.41
Day of 2025-02-28,2025-02-28,2025-02-28,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,85.25,28.42
Day of 2025-02-28,2025-02-28,2025-02-28,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,20,0,308.47,15.42
Day of 2025-02-28,2025-02-28,2025-02-28,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,10,0,209.94,20.99
Day of 2025-02-28,2025-02-28,2025-02-28,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,27,0,636.79,23.58
Day of 2025-02-28,2025-02-28,2025-02-28,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,19,0,413.12,21.74
Day of 2025-03-01,2025-03-01,2025-03-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,24,1,490.32,20.43
Day of 2025-03-01,2025-03-01,2025-03-01,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,26,0,549.45,21.13
Day of 2025-03-01,2025-03-01,2025-03-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,8,0,115.87,14.48
Day of 2025-03-01,2025-03-01,2025-03-01,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,14,1,169.58,12.11
Day of 2025-03-01,2025-03-01,2025-03-01,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,32,0,661.34,20.67
Day of 2025-03-01,2025-03-01,2025-03-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,29,0,607.44,20.95
Day of 2025-03-01,2025-03-01,2025-03-01,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,25,0,403.36,16.13
Day of 2025-03-01,2025-03-01,2025-03-01,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,6,0,138.89,23.15
Day of 2025-03-01,2025-03-01,2025-03-01,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,3,0,43.97,14.66
Day of 2025-03-01,2025-03-01,2025-03-01,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,22,0,423.00,19.23
Day of 2025-03-01,2025-03-01,2025-03-01,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,17,0,393.87,23.17
Day of 2025-03-01,2025-03-01,2025-03-01,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,7,0,135.81,19.40
Day of 2025-03-02,2025-03-02,2025-03-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,36,0,814.52,22.63
Day of 2025-03-02,2025-03-02,2025-03-02,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,5,0,119.33,23.87
Day of 2025-03-02,2025-03-02,2025-03-02,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,24,0,375.96,15.67
Day of 2025-03-02,2025-03-02,2025-03-02,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,repeat,USD,29,2,548.51,18.91
Day of 2025-03-02,2025-03-02,2025-03-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,21,0,367.67,17.51
Day of 2025-03-02,2025-03-02,2025-03-02,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,3,0,65.11,21.70
Day of 2025-03-02,2025-03-02,2025-03-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,57.19,19.06
Day of 2025-03-02,2025-03-02,2025-03-02,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,28,0,455.81,16.28
Day of 2025-03-02,2025-03-02,2025-03-02,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,5,0,111.10,22.22
Day of 2025-03-02,2025-03-02,2025-03-02,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,13,0,288.18,22.17
Day of 2025-03-02,2025-03-02,2025-03-02,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,45,0,1002.72,22.28
Day of 2025-03-02,2025-03-02,2025-03-02,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,12,0,292.08,24.34
Day of 2025-03-03,2025-03-03,2025-03-03,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,new,USD,5,0,87.62,17.52
Day of 2025-03-03,2025-03-03,2025-03-03,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,new,USD,4,0,53.44,13.36
Day of 2025-03-03,2025-03-03,2025-03-03,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,false,repeat,USD,15,0,263.01,17.53
Day of 2025-03-03,2025-03-03,2025-03-03,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,false,repeat,USD,11,1,175.82,15.98
Day of 2025-03-03,2025-03-03,2025-03-03,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,true,new,USD,1,0,12.16,12.16
Day of 2025-03-03,2025-03-03,2025-03-03,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,new,USD,2,0,23.56,11.78
Day of 2025-03-03,2025-03-03,2025-03-03,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,new,USD,3,0,49.53,16.51
Day of 2025-03-03,2025-03-03,2025-03-03,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,repeat,USD,38,0,894.52,23.54
Day of 2025-03-03,2025-03-03,2025-03-03,5579,McDonald's,655822,McDonald's (493-S BND-N MICHIGAN),493,Marketplace,dasher,true,new,USD,5,0,111.28,22.26
Day of 2025-03-03,2025-03-03,2025-03-03,5579,McDonald's,655825,McDonald's (3206-S BEND-WESTERN),3206,Marketplace,dasher,true,repeat,USD,23,0,410.93,17.87
Day of 2025-03-03,2025-03-03,2025-03-03,5579,McDonald's,655827,McDonald's (574-S BND-S MICHIGAN),574,Marketplace,dasher,false,repeat,USD,6,0,104.49,17.42
