Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,This is the amount collected for the container deposit fee set in the catalog/menu,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Tax Adjustment on Marketplace Facilitator Tax for this order,Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchant’s behalf,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Payment Mode,Order Channel,Order Status,Order date,Order Accept Time,Customer Uber-Membership Status,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Offer Redemption Fee,Bag Fee,Marketing Adjustment,Total Sales after Adjustments (incl tax),Marketplace Fee,Marketplace fee %,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Delivery Fee,Tax On Delivery Fee,Tips,Capital payments,Container Deposit Fee,Other payments description,Other payments,Marketplace Facilitator Tax Adjustment,Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Markup Amount,Markup Tax,Retailer Loyalty ID,Payout reference ID
McDonald's® (Western & Summit),3206,#0D288,adbb016a-8e35-41f4-81b1-a90cd850d288,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/25/2025,10:08 AM,Uber One member,10.78,0.75,11.53,0,0,0,0,0,0,0,0,0,0,0,0,11.53,-1.72,16,0,0,0,0,0,0,0,0,0,,0,0,-0.75,0,9.06,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#FF2F6,000c07f6-f096-4aba-8722-fe72d0fff2f6,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/25/2025,2:09 PM,Uber One member,20.91,1.46,22.37,0,0,0,0,0,-4.06,-0.27,0,0,0,0,0,18.31,-2.74,16,0,0,0,0,0,0,0,0,0,,0,0,-1.19,0,14.38,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#FF2F6,000c07f6-f096-4aba-8722-fe72d0fff2f6,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,4/25/2025,2:09 PM,Uber One member,0,0,0,-5.28,-0.37,-5.65,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.37,0,-5.28,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#FF2F6,000c07f6-f096-4aba-8722-fe72d0fff2f6,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,4/25/2025,2:09 PM,Uber One member,0,0,0,5.28,0,5.28,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,5.28,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#25768,de94cad6-e830-4fe2-9a17-ab03c7e25768,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,4/25/2025,3:42 PM,Uber One member,18.86,1.32,20.18,0,0,0,0,0,-4.06,-0.27,0,0,0,0,0,16.12,-2.41,16,0,0,0,0,0,0,0,0,0,,0,0,-1.05,0,12.66,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#C460A,1f00b4a2-a09d-4a9c-b91f-ef2e404c460a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/25/2025,4:32 PM,Uber One member,14.87,1.04,15.91,0,0,0,0,0,0,0,0,0,0,0,0,15.91,-2.38,16,0,0,0,0,0,0,0,0,0,,0,0,-1.04,0,12.49,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#D5B6C,866c8c96-f3cf-493f-86e7-b59dd4dd5b6c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/25/2025,4:50 PM,Uber One member,18.97,1.33,20.3,0,0,0,0,0,-4.06,-0.27,0,0,0,0,0,16.24,-2.43,16,0,0,0,0,0,0,0,0,0,,0,0,-1.06,0,12.75,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#F34FB,6beb9c51-ca5c-4e3e-ba3e-ed9a360f34fb,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,4/25/2025,5:45 PM,Uber One member,22.43,1.57,24,0,0,0,0,0,-4.06,-0.27,0,0,0,0,0,19.94,-2.98,16,0,0,0,0,0,0,0,0,0,,0,0,-1.3,0,15.66,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#377A1,5cce23d7-0cb9-49b0-a3db-a14f236377a1,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/25/2025,8:30 PM,Uber One member,17.25,1.2,18.45,0,0,0,0,0,-4.05,-0.26,0,0,0,0,0,14.4,-2.15,16,0,0,0,0,0,0,0,0,0,,0,0,-0.94,0,11.31,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#14034,3f2b758a-2e17-4691-9948-4abb52414034,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/25/2025,9:06 PM,Uber One member,15.08,1.06,16.14,0,0,0,0,0,0,0,0,0,0,0,0,16.14,-2.41,16,0,0,0,0,0,0,0,0,0,,0,0,-1.06,0,12.67,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#7AAFA,47ff0776-c301-4a0e-a91d-e49d83a7aafa,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,4/25/2025,11:12 PM,Uber One member,28.65,2,30.65,0,0,0,0,0,-4.05,-0.26,0,0,0,0,0,26.6,-3.98,16,0,0,0,0,0,0,0,0,0,,0,0,-1.74,0,20.88,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#9E99B,e9991d1f-1392-43d0-bb26-ef327849e99b,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/25/2025,11:44 PM,Uber One member,25.12,1.76,26.88,0,0,0,0,0,0,0,0,0,0,0,0,26.88,-4.02,16,0,0,0,0,0,0,0,0,0,,0,0,-1.76,0,21.1,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#6EBC1,2e700655-50ec-4c54-8215-625381e6ebc1,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/26/2025,12:09 AM,Uber One member,7.39,0.52,7.91,0,0,0,0,0,0,0,0,0,0,0,0,7.91,-1.18,16,0,0,0,0,0,0,0,0,0,,0,0,-0.52,0,6.21,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#97E7C,9539c46b-d87a-4fad-8a5b-b107cb297e7c,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,4/26/2025,9:53 AM,Non-member,43.39,3.04,46.43,0,0,0,0,0,-10.04,-0.66,0,0,0,0,0,36.39,-4.76,14,0,0,0,0,0,0,0,0,0,,0,0,-2.38,0,29.25,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#FD047,00cae8f6-bda0-4b7a-bf53-00a8e37fd047,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/26/2025,2:24 PM,Uber One member,21.75,1.52,23.27,0,0,0,0,0,-4.06,-0.27,0,0,0,0,0,19.21,-2.87,16,0,0,0,0,0,0,0,0,0,,0,0,-1.25,0,15.09,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#E1131,79e2554a-fa70-40af-9e75-fd62ae5e1131,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/26/2025,4:33 PM,Non-member,25.78,1.8,27.58,0,0,0,0,0,-12.17,-0.8,0,0,0,0,0,15.41,-2.02,14,0,0,0,0,0,0,0,0,0,,0,0,-1,0,12.39,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#E1D54,73e134d8-0201-4c85-8b44-9ca88bee1d54,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,4/26/2025,8:57 PM,Non-member,20.05,1.4,21.45,0,0,0,0,0,-4.05,-0.26,0,0,0,0,0,17.4,-2.28,14,0,0,0,0,0,0,0,0,0,,0,0,-1.14,0,13.98,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#42B99,244c638f-9511-4546-87da-5e395b342b99,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/26/2025,10:47 PM,Uber One member,18.97,1.33,20.3,0,0,0,0,0,-4.06,-0.27,0,0,0,0,0,16.24,-2.43,16,0,0,0,0,0,0,0,0,0,,0,0,-1.06,0,12.75,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#284DB,3d65cb80-8021-492f-baa5-5b48cec284db,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/26/2025,11:40 PM,Uber One member,34.65,2.43,37.08,0,0,0,0,0,-4.06,-0.27,0,0,0,0,0,33.02,-4.94,16,0,0,0,0,0,0,0,0,0,,0,0,-2.16,0,25.92,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#CCC26,ea75001e-4755-4dba-b366-5b5ead1ccc26,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/26/2025,11:42 PM,Uber One member,20.34,1.42,21.76,0,0,0,0,0,0,0,0,0,0,0,0,21.76,-3.25,16,0,0,0,0,0,0,0,0,0,,0,0,-1.42,0,17.09,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#A06DC,b24affed-5aea-4b28-bb9b-fe767aca06dc,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/26/2025,11:45 PM,Uber One member,26.73,1.87,28.6,0,0,0,0,0,-8.11,-0.53,0,0,0,0,0,20.49,-3.06,16,0,0,0,0,0,0,0,0,0,,0,0,-1.34,0,16.09,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#E224F,f4b476c9-e903-49a0-81c2-a9b386ee224f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/27/2025,2:55 PM,Non-member,30.32,2.13,32.45,0,0,0,0,0,-4.06,-0.27,0,0,0,0,0,28.39,-3.71,14,0,0,0,0,0,0,0,0,0,,0,0,-1.86,0,22.82,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#35690,e82d286b-d886-4a20-b9b1-cc3922935690,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/27/2025,9:15 PM,Non-member,32.39,2.26,34.65,0,0,0,0,0,0,0,0,0,0,0,0,34.65,-4.53,14,0,0,0,0,0,0,0,0,0,,0,0,-2.26,0,27.86,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#4BE56,dc2d21f8-1927-4da8-a567-ed6c7484be56,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/27/2025,10:11 PM,Uber One member,16.02,1.12,17.14,0,0,0,0,0,0,0,0,0,0,0,0,17.14,-2.56,16,0,0,0,0,0,0,0,0,0,,0,0,-1.12,0,13.46,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#4BE56,dc2d21f8-1927-4da8-a567-ed6c7484be56,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,4/27/2025,10:11 PM,Uber One member,0,0,0,-8.17,-0.57,-8.74,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.57,0,-8.17,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#4BE56,dc2d21f8-1927-4da8-a567-ed6c7484be56,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,4/27/2025,10:11 PM,Uber One member,0,0,0,8.17,0,8.17,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,8.17,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#9DAA3,5a8c68e3-f145-4be1-b29a-5ed8db99daa3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/27/2025,11:25 PM,Uber One member,23.58,1.65,25.23,0,0,0,0,0,0,0,0,0,0,0,0,25.23,-3.77,16,0,0,0,0,0,0,0,0,0,,0,0,-1.65,0,19.81,4/29/2025,0,0,,ODRC2PU06V2R3X3
McDonald's® (Western & Summit),3206,#6971B,62ebd642-c347-4376-87c5-5db587f6971b,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,4/28/2025,12:18 PM,Uber One member,18.35,1.28,19.63,0,0,0,0,0,0,0,0,0,0,0,0,19.63,-2.94,16,0,0,0,0,0,0,0,0,0,,0,0,-1.28,0,15.41,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#F4CBA,3e4a2ab1-ab74-4a8e-abe5-75d4da2f4cba,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,4/28/2025,3:29 PM,Uber One member,15.16,1.06,16.22,0,0,0,0,0,0,0,0,0,0,0,0,16.22,-2.43,16,0,0,0,0,0,0,0,0,0,,0,0,-1.06,0,12.73,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#F4CBA,3e4a2ab1-ab74-4a8e-abe5-75d4da2f4cba,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,4/28/2025,3:29 PM,Uber One member,0,0,0,-3.59,-0.25,-3.84,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.25,0,-3.59,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#4E639,7dfa08ec-4552-4790-b4e1-78a69f94e639,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/28/2025,6:04 PM,Uber One member,17.26,1.21,18.47,0,0,0,0,0,-4.06,-0.27,0,0,0,0,0,14.41,-2.16,16,0,0,0,0,0,0,0,0,0,,0,0,-0.94,0,11.31,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#45A7F,c6944632-63fd-42d1-b030-0cbd8ea45a7f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/28/2025,7:25 PM,Uber One member,19.08,1.33,20.41,0,0,0,0,0,0,0,0,0,0,0,0,20.41,-3.05,16,0,0,0,0,0,0,0,0,0,,0,0,-1.33,0,16.03,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#024CB,5cfbb317-4677-4b86-80e2-9c7f6f1024cb,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/28/2025,7:29 PM,Non-member,39.18,2.74,41.92,0,0,0,0,0,0,0,0,0,0,0,0,41.92,-5.49,14,0,0,0,0,0,0,0,0,0,,0,0,-2.74,0,33.69,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#99871,bd9cfd9e-f2ef-4bea-b768-676cb9299871,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/28/2025,8:12 PM,Uber One member,19.08,1.33,20.41,0,0,0,0,0,0,0,0,0,0,0,0,20.41,-3.05,16,0,0,0,0,0,0,0,0,0,,0,0,-1.33,0,16.03,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#2DF08,1e09dbc4-9dfd-4c84-a44b-b70ed442df08,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/29/2025,1:13 PM,Non-member,21.16,1.48,22.64,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,16.23,-2.12,14,0,0,0,0,0,0,0,0,0,,0,0,-1.06,0,13.05,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#EA27B,62816c74-6ea4-4650-a0a8-2f377c8ea27b,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,4/30/2025,4:19 PM,Uber One member,23.67,1.65,25.32,0,0,0,0,0,0,0,0,0,0,0,0,25.32,-3.79,16,0,0,0,0,0,0,0,0,0,,0,0,-1.65,0,19.88,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#1A828,eb598e3f-5dd2-4898-a8c0-46e9af71a828,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,4/30/2025,8:40 PM,Uber One member,15.82,1.1,16.92,0,0,0,0,0,0,0,0,0,0,0,0,16.92,-2.53,16,0,0,0,0,0,0,0,0,0,,0,0,-1.1,0,13.29,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#1A828,eb598e3f-5dd2-4898-a8c0-46e9af71a828,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,4/30/2025,8:40 PM,Uber One member,0,0,0,-5.28,-0.37,-5.65,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.37,0,-5.28,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#1A828,eb598e3f-5dd2-4898-a8c0-46e9af71a828,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,4/30/2025,8:40 PM,Uber One member,0,0,0,5.28,0,5.28,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,5.28,5/12/2025,0,0,,PDMG75HVFPX36S4
McDonald's® (Western & Summit),3206,#97534,b0cb4ea3-f5cd-45d2-8339-d14c92d97534,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/1/2025,8:55 AM,Non-member,8.49,0.6,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,-1.19,14,0,0,0,0,0,0,0,0,0,,0,0,-0.6,0,7.3,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#EA97C,f54a18d7-07f1-4b38-9a0f-9996c65ea97c,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/1/2025,8:35 AM,Uber One member,21.43,1.5,22.93,0,0,0,0,0,0,0,0,0,0,0,0,22.93,-3.43,16,0,0,0,0,0,0,0,0,0,,0,0,-1.5,0,18,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#1108F,84efe0d4-42c9-4202-8a9d-9776cb71108f,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/1/2025,11:18 AM,Non-member,15.06,1.05,16.11,0,0,0,0,0,0,0,0,0,0,0,0,16.11,-2.11,14,0,0,0,0,0,0,0,0,0,,0,0,-1.05,0,12.95,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#60C79,07857aab-8654-4a98-89cf-b4be63c60c79,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/1/2025,8:24 PM,Non-member,9.28,0.65,9.93,0,0,0,0,0,0,0,0,0,0,0,0,9.93,-1.3,14,0,0,0,0,0,0,0,0,0,,0,0,-0.65,0,7.98,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#1AF2D,b1043c19-24ad-472d-bf24-ccfa69e1af2d,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/1/2025,10:27 PM,Non-member,12.57,0.88,13.45,0,0,0,0,0,0,0,0,0,0,0,0,13.45,-1.76,14,0,0,0,0,0,0,0,0,0,,0,0,-0.88,0,10.81,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#55ED9,5b8935b9-9ef6-4ad6-b012-3cbc4e755ed9,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/2/2025,8:58 AM,Non-member,23.16,1.62,24.78,0,0,0,0,0,0,0,0,0,0,0,0,24.78,-3.24,14,0,0,0,0,0,0,0,0,0,,0,0,-1.62,0,19.92,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#2E4D5,8898ec8e-9f2b-47df-b56f-1f9e3852e4d5,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/2/2025,9:27 AM,Uber One member,16.34,1.14,17.48,0,0,0,0,0,0,0,0,0,0,0,0,17.48,-2.61,16,0,0,0,0,0,0,0,0,0,,0,0,-1.14,0,13.73,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#0C174,fd28528c-360a-43f0-babc-0b816a30c174,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/2/2025,9:18 AM,Uber One member,19.46,1.36,20.82,0,0,0,0,0,0,0,0,0,0,0,0,20.82,-3.11,16,0,0,0,0,0,0,0,0,0,,0,0,-1.36,0,16.35,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#D3DC2,866e6eed-6b41-481b-9a65-7cfe69cd3dc2,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/2/2025,11:24 AM,Uber One member,23.18,1.62,24.8,0,0,0,0,0,0,0,0,0,0,0,0,24.8,-3.71,16,0,0,0,0,0,0,0,0,0,,0,0,-1.62,0,19.47,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#E471E,be6df883-9264-4d42-bde5-57c4d05e471e,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/2/2025,1:28 PM,Uber One member,17.48,1.22,18.7,0,0,0,0,0,0,0,0,0,0,0,0,18.7,-2.8,16,0,0,0,0,0,0,0,0,0,,0,0,-1.22,0,14.68,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#07803,62b336ab-cf22-40f6-8e78-c1edefc07803,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/2/2025,4:26 PM,Non-member,15.37,1.08,16.45,0,0,0,0,0,0,0,0,0,0,0,0,16.45,-2.15,14,0,0,0,0,0,0,0,0,0,,0,0,-1.08,0,13.22,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#3DBB4,54b6ac6c-f4e2-4ed5-afd3-3743d1f3dbb4,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/2/2025,4:43 PM,Non-member,14.19,0.99,15.18,0,0,0,0,0,0,0,0,0,0,0,0,15.18,-1.99,14,0,0,0,0,0,0,0,0,0,,0,0,-0.99,0,12.2,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#29137,9c47957c-42bb-4c48-8414-9ad098d29137,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/2/2025,10:37 PM,Non-member,17.56,1.23,18.79,0,0,0,0,0,0,0,0,0,0,0,0,18.79,-2.46,14,0,0,0,0,0,0,0,0,0,,0,0,-1.23,0,15.1,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#DDA44,55a80c80-d17a-47c9-97c4-f26ebb5dda44,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/2/2025,11:04 PM,Uber One member,22.54,1.58,24.12,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,17.71,-2.65,16,0,0,0,0,0,0,0,0,0,,0,0,-1.16,0,13.9,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#C3779,40ddee28-ea05-4c1b-8568-986814fc3779,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/2/2025,11:05 PM,Uber One member,26.11,1.82,27.93,0,0,0,0,0,0,0,0,0,0,0,0,27.93,-4.18,16,0,0,0,0,0,0,0,0,0,,0,0,-1.82,0,21.93,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#8F5A3,b0c2b351-b985-4919-803c-d0cccf88f5a3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/2/2025,11:38 PM,Uber One member,10.29,0.72,11.01,0,0,0,0,0,0,0,0,0,0,0,0,11.01,-1.65,16,0,0,0,0,0,0,0,0,0,,0,0,-0.72,0,8.64,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#33F31,f574bce2-5796-4366-8e47-e8ecdcd33f31,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,5/2/2025,11:41 PM,Non-member,14.99,1.05,16.04,0,0,0,0,0,0,0,0,0,0,0,0,16.04,-2.1,14,0,0,0,0,0,0,0,0,0,,0,0,-1.05,0,12.89,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#386C3,99d77236-f333-4c95-a524-9d51d7f386c3,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/3/2025,11:08 AM,Non-member,13.38,0.94,14.32,0,0,0,0,0,0,0,0,0,0,0,0,14.32,-1.87,14,0,0,0,0,0,0,0,0,0,,0,0,-0.94,0,11.51,5/5/2025,0,0,,JBBIG8Z8V32E3BT
McDonald's® (Western & Summit),3206,#168B1,96f9784a-609d-4ea4-b0be-7fe4b3c168b1,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,5/3/2025,2:02 PM,Uber One member,22.67,1.59,24.26,0,0,0,0,0,0,0,0,0,0,0,0,24.26,-3.63,16,0,0,0,0,0,0,0,0,0,,0,0,-1.59,0,19.04,5/5/2025,0,0,,JBBIG8Z8V32E3BT
