Granularity,Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,Total Missing or Incorrect Orders,Missing/Incorrect %,Total Error Charges,Total Cancelled Orders,Total Cancellation Rate %,Total Avoidable Cancellations,Avoidable Cancellation Rate %,Point of Sale Error Rate %,Average Avoidable Dasher Wait,Average Dasher Wait,Average Delivery Time (ASAP),Uptime %,Downtime %,Total Downtime in Minutes,Average Rating,Total Number of Ratings Received in Period of Time,Total 1 Star Ratings,Total 5 Star Ratings,Number of Dislikes,Number of Loved,Percentage of Loved,Currency,Average ASAP Minutes
Day of 2026-01-22,2026-01-22,2026-01-22,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,66,66,6,9.09,23.55,0,0.00,0,0.00,0.00,4.40,5.93,25.70,100.0,0.0,0,NULL,7,NULL,NULL,2,3,42.86,USD,25.70
Day of 2026-01-22,2026-01-22,2026-01-22,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,18,18,1,5.56,17.72,0,0.00,0,0.00,0.00,3.25,4.34,18.58,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,18.58
Day of 2026-01-21,2026-01-21,2026-01-21,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,48,48,3,6.25,21.93,0,0.00,0,0.00,0.00,3.11,4.35,21.20,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,21.20
Day of 2026-01-21,2026-01-21,2026-01-21,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,56,56,7,12.50,81.19,0,0.00,0,0.00,0.00,4.67,6.05,25.89,100.0,0.0,0,NULL,4,NULL,NULL,2,1,25.00,USD,25.89
Day of 2026-01-21,2026-01-21,2026-01-21,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,17,17,0,0.00,0.00,0,0.00,0,0.00,0.00,2.69,4.44,19.72,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,19.72
Day of 2026-01-20,2026-01-20,2026-01-20,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,56,56,7,12.50,43.10,0,0.00,0,0.00,0.00,3.62,4.89,25.23,100.0,0.0,0,NULL,7,NULL,NULL,2,3,42.86,USD,25.23
Day of 2026-01-20,2026-01-20,2026-01-20,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,60,60,2,3.33,23.21,0,0.00,0,0.00,0.00,3.10,4.89,22.03,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,22.03
Day of 2026-01-20,2026-01-20,2026-01-20,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,22,22,0,0.00,0.00,0,0.00,0,0.00,0.00,3.77,5.33,23.89,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,23.89
Day of 2026-01-19,2026-01-19,2026-01-19,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,52,49,4,7.69,30.45,3,5.77,0,0.00,0.00,4.13,5.02,27.27,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,27.27
Day of 2026-01-19,2026-01-19,2026-01-19,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,48,46,2,4.17,5.49,2,4.17,0,0.00,0.00,3.35,5.31,24.69,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,24.69
Day of 2026-01-19,2026-01-19,2026-01-19,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,22,22,1,4.55,8.48,0,0.00,0,0.00,0.00,3.43,4.99,24.84,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,24.84
Day of 2026-01-18,2026-01-18,2026-01-18,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,134,133,11,8.21,74.84,1,0.75,0,0.00,0.00,4.58,5.75,29.65,100.0,0.0,0,NULL,7,NULL,NULL,2,2,28.57,USD,29.65
Day of 2026-01-18,2026-01-18,2026-01-18,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,51,51,2,3.92,10.54,0,0.00,0,0.00,0.00,3.11,4.84,22.01,100.0,0.0,0,NULL,1,NULL,NULL,0,1,100.00,USD,22.01
Day of 2026-01-18,2026-01-18,2026-01-18,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,35,33,2,5.71,2.82,2,5.71,2,5.71,0.00,2.80,5.15,22.65,98.03,1.97,26,NULL,1,NULL,NULL,1,0,0.00,USD,22.65
Day of 2026-01-17,2026-01-17,2026-01-17,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,113,111,7,6.19,71.71,2,1.77,0,0.00,0.00,5.77,7.62,32.42,97.92,2.08,30,NULL,5,NULL,NULL,0,1,20.00,USD,32.42
Day of 2026-01-17,2026-01-17,2026-01-17,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,73,72,6,8.22,89.16,1,1.37,1,1.37,0.00,4.40,5.61,22.40,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,22.40
Day of 2026-01-17,2026-01-17,2026-01-17,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,25,21,1,4.00,3.48,4,16.00,3,12.00,0.00,3.96,4.94,16.79,97.57,2.43,32,NULL,0,NULL,NULL,0,0,0.00,USD,16.79
Day of 2026-01-16,2026-01-16,2026-01-16,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,100,98,9,9.00,85.28,2,2.00,0,0.00,1.00,5.88,7.42,31.82,93.88,6.12,88,NULL,4,NULL,NULL,2,1,25.00,USD,31.82
Day of 2026-01-16,2026-01-16,2026-01-16,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,69,69,3,4.35,3.42,0,0.00,0,0.00,0.00,3.82,5.88,26.30,100.0,0.0,0,NULL,5,NULL,NULL,1,1,20.00,USD,26.30
Day of 2026-01-16,2026-01-16,2026-01-16,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,16,10,1,6.25,10.74,6,37.50,6,37.50,0.00,7.52,8.52,22.43,57.85,42.15,556,NULL,2,NULL,NULL,1,0,0.00,USD,22.43
Day of 2026-01-15,2026-01-15,2026-01-15,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,65,59,6,9.23,44.65,6,9.23,2,3.08,0.00,3.69,4.63,33.16,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,33.16
Day of 2026-01-15,2026-01-15,2026-01-15,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,80,77,7,8.75,53.63,3,3.75,0,0.00,0.00,5.12,7.02,30.23,100.0,0.0,0,NULL,7,NULL,NULL,2,3,42.86,USD,30.23
Day of 2026-01-15,2026-01-15,2026-01-15,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,27,26,2,7.41,19.78,1,3.70,0,0.00,0.00,2.80,4.69,27.83,100.0,0.0,0,NULL,3,NULL,NULL,0,1,33.33,USD,27.83
Day of 2026-01-14,2026-01-14,2026-01-14,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,51,51,2,3.92,37.64,0,0.00,0,0.00,0.00,3.15,4.88,33.76,100.0,0.0,0,NULL,4,NULL,NULL,1,1,25.00,USD,33.76
Day of 2026-01-14,2026-01-14,2026-01-14,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,47,43,3,6.38,15.40,4,8.51,0,0.00,0.00,5.16,6.72,34.45,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,34.45
Day of 2026-01-14,2026-01-14,2026-01-14,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,18,18,1,5.56,9.47,0,0.00,0,0.00,0.00,3.30,4.90,25.60,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,25.60
Day of 2026-01-13,2026-01-13,2026-01-13,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,45,45,3,6.67,9.49,0,0.00,0,0.00,0.00,4.29,5.19,22.18,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,22.18
Day of 2026-01-13,2026-01-13,2026-01-13,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,58,57,1,1.72,13.81,1,1.72,0,0.00,0.00,5.10,6.96,21.78,100.0,0.0,0,NULL,4,NULL,NULL,2,2,50.00,USD,21.78
Day of 2026-01-13,2026-01-13,2026-01-13,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,22,22,0,0.00,0.00,0,0.00,0,0.00,0.00,4.58,6.09,17.52,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,17.52
Day of 2026-01-12,2026-01-12,2026-01-12,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,44,43,6,13.64,30.00,1,2.27,0,0.00,0.00,5.68,6.93,24.43,100.0,0.0,0,NULL,2,NULL,NULL,0,2,100.00,USD,24.43
Day of 2026-01-12,2026-01-12,2026-01-12,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,49,49,1,2.04,3.66,0,0.00,0,0.00,0.00,2.77,3.61,20.22,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,20.22
Day of 2026-01-12,2026-01-12,2026-01-12,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,17,17,1,5.88,6.10,0,0.00,0,0.00,0.00,3.30,4.94,19.41,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,19.41
Day of 2026-01-11,2026-01-11,2026-01-11,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,85,84,4,4.71,48.08,1,1.18,0,0.00,0.00,4.92,5.77,26.33,100.0,0.0,0,NULL,6,NULL,NULL,2,1,16.67,USD,26.33
Day of 2026-01-11,2026-01-11,2026-01-11,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,64,64,2,3.13,13.71,0,0.00,0,0.00,0.00,2.95,4.30,18.78,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,18.78
Day of 2026-01-11,2026-01-11,2026-01-11,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,40,39,1,2.50,2.04,1,2.50,0,0.00,0.00,3.15,5.22,21.34,99.39,0.61,8,NULL,4,NULL,NULL,1,1,25.00,USD,21.34
Day of 2026-01-10,2026-01-10,2026-01-10,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,81,81,10,12.35,72.04,0,0.00,0,0.00,1.23,5.61,6.30,25.66,99.31,0.69,10,NULL,6,NULL,NULL,2,2,33.33,USD,25.66
Day of 2026-01-10,2026-01-10,2026-01-10,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,70,70,3,4.29,20.88,0,0.00,0,0.00,0.00,4.13,5.19,19.89,100.0,0.0,0,NULL,3,NULL,NULL,0,3,100.00,USD,19.89
Day of 2026-01-10,2026-01-10,2026-01-10,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,23,21,1,4.35,1.60,2,8.70,2,8.70,4.35,3.68,4.93,19.79,88.25,11.75,155,NULL,2,NULL,NULL,0,1,50.00,USD,19.79
Day of 2026-01-09,2026-01-09,2026-01-09,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,59,57,6,10.17,33.13,2,3.39,1,1.69,1.69,3.28,4.14,21.73,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,21.73
Day of 2026-01-09,2026-01-09,2026-01-09,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,73,71,4,5.48,29.30,2,2.74,0,0.00,0.00,3.72,4.61,19.98,100.0,0.0,0,NULL,5,NULL,NULL,2,1,20.00,USD,19.98
Day of 2026-01-09,2026-01-09,2026-01-09,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,35,32,2,5.71,9.23,3,8.57,3,8.57,0.00,3.58,4.86,18.59,96.97,3.03,40,NULL,2,NULL,NULL,1,1,50.00,USD,18.59
Day of 2026-01-08,2026-01-08,2026-01-08,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,43,43,3,6.98,7.74,0,0.00,0,0.00,0.00,3.64,4.48,17.93,100.0,0.0,0,NULL,3,NULL,NULL,1,2,66.67,USD,17.93
Day of 2026-01-08,2026-01-08,2026-01-08,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,62,62,2,3.23,8.52,0,0.00,0,0.00,0.00,3.71,4.72,20.05,100.0,0.0,0,NULL,2,NULL,NULL,0,2,100.00,USD,20.05
Day of 2026-01-08,2026-01-08,2026-01-08,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,27,27,1,3.70,14.73,0,0.00,0,0.00,0.00,3.13,4.03,20.64,100.0,0.0,0,NULL,1,NULL,NULL,0,1,100.00,USD,20.64
Day of 2026-01-07,2026-01-07,2026-01-07,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,55,52,4,7.27,68.32,3,5.45,2,3.64,0.00,4.31,5.53,21.91,98.07,1.93,22,NULL,3,NULL,NULL,0,0,0.00,USD,21.91
Day of 2026-01-07,2026-01-07,2026-01-07,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,68,65,4,5.88,43.44,3,4.41,2,2.94,2.94,4.20,5.81,20.21,100.0,0.0,0,NULL,2,NULL,NULL,0,0,0.00,USD,20.21
Day of 2026-01-07,2026-01-07,2026-01-07,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,29,29,1,3.45,1.33,0,0.00,0,0.00,0.00,2.50,4.12,20.12,100.0,0.0,0,NULL,2,NULL,NULL,1,1,50.00,USD,20.12
Day of 2026-01-06,2026-01-06,2026-01-06,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,53,52,4,7.55,40.00,1,1.89,0,0.00,0.00,3.99,5.08,22.89,100.0,0.0,0,NULL,3,NULL,NULL,1,0,0.00,USD,22.89
Day of 2026-01-06,2026-01-06,2026-01-06,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,46,44,3,6.52,25.65,2,4.35,0,0.00,0.00,2.95,4.03,17.96,100.0,0.0,0,NULL,5,NULL,NULL,3,0,0.00,USD,17.96
Day of 2026-01-06,2026-01-06,2026-01-06,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,22,22,2,9.09,11.84,0,0.00,0,0.00,0.00,3.78,4.41,22.65,100.0,0.0,0,NULL,2,NULL,NULL,2,0,0.00,USD,22.65
Day of 2026-01-05,2026-01-05,2026-01-05,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,48,47,3,6.25,29.94,1,2.08,0,0.00,0.00,3.43,4.08,18.42,100.0,0.0,0,NULL,2,NULL,NULL,0,1,50.00,USD,18.42
Day of 2026-01-05,2026-01-05,2026-01-05,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,63,62,5,7.94,31.77,1,1.59,0,0.00,0.00,2.52,3.39,19.01,100.0,0.0,0,NULL,7,NULL,NULL,2,2,28.57,USD,19.01
Day of 2026-01-05,2026-01-05,2026-01-05,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,27,27,0,0.00,0.00,0,0.00,0,0.00,0.00,4.54,5.98,19.86,100.0,0.0,0,NULL,1,NULL,NULL,0,1,100.00,USD,19.86
Day of 2026-01-04,2026-01-04,2026-01-04,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,78,74,7,8.97,49.31,4,5.13,4,5.13,0.00,4.12,5.17,23.24,96.8,3.2,46,NULL,5,NULL,NULL,0,4,80.00,USD,23.24
Day of 2026-01-04,2026-01-04,2026-01-04,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,69,69,9,13.04,50.53,0,0.00,0,0.00,0.00,3.82,4.95,21.39,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,21.39
Day of 2026-01-04,2026-01-04,2026-01-04,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,31,25,2,6.45,6.43,6,19.35,5,16.13,0.00,3.06,4.15,20.43,99.32,0.68,9,NULL,4,NULL,NULL,0,3,75.00,USD,20.43
Day of 2026-01-03,2026-01-03,2026-01-03,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,87,72,10,11.49,84.83,15,17.24,9,10.34,0.00,6.69,8.16,29.13,90.97,9.03,130,NULL,7,NULL,NULL,1,4,57.14,USD,29.13
Day of 2026-01-03,2026-01-03,2026-01-03,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,89,86,4,4.49,21.35,3,3.37,2,2.25,0.00,3.69,4.91,24.65,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,24.65
Day of 2026-01-03,2026-01-03,2026-01-03,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,40,35,4,10.00,20.87,5,12.50,2,5.00,0.00,3.24,3.89,21.61,99.09,0.91,12,NULL,5,NULL,NULL,2,1,20.00,USD,21.61
Day of 2026-01-02,2026-01-02,2026-01-02,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,86,82,3,3.49,22.68,4,4.65,2,2.33,1.16,4.39,5.90,36.58,97.92,2.08,30,NULL,5,NULL,NULL,1,2,40.00,USD,36.58
Day of 2026-01-02,2026-01-02,2026-01-02,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,75,75,1,1.33,8.46,0,0.00,0,0.00,0.00,3.07,4.54,24.83,100.0,0.0,0,NULL,6,NULL,NULL,0,3,50.00,USD,24.83
Day of 2026-01-02,2026-01-02,2026-01-02,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,28,26,1,3.57,23.30,2,7.14,2,7.14,0.00,3.38,4.08,21.89,89.39,10.61,140,NULL,1,NULL,NULL,0,0,0.00,USD,21.89
Day of 2026-01-01,2026-01-01,2026-01-01,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,54,51,7,12.96,35.72,3,5.56,0,0.00,0.00,3.87,4.99,27.19,100.0,0.0,0,NULL,5,NULL,NULL,1,3,60.00,USD,27.19
Day of 2026-01-01,2026-01-01,2026-01-01,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,75,74,7,9.33,76.75,1,1.33,0,0.00,0.00,4.09,5.51,27.44,97.14,2.86,30,NULL,4,NULL,NULL,3,0,0.00,USD,27.44
Day of 2026-01-01,2026-01-01,2026-01-01,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,37,37,1,2.70,4.57,0,0.00,0,0.00,0.00,2.83,4.17,24.23,100.0,0.0,0,NULL,2,NULL,NULL,1,1,50.00,USD,24.23
Day of 2025-12-31,2025-12-31,2025-12-31,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,52,49,3,5.77,26.27,3,5.77,0,0.00,0.00,3.36,4.63,22.25,100.0,0.0,0,NULL,4,NULL,NULL,0,3,75.00,USD,22.25
Day of 2025-12-31,2025-12-31,2025-12-31,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,59,59,4,6.78,33.38,0,0.00,0,0.00,0.00,4.60,6.13,26.77,100.0,0.0,0,NULL,4,NULL,NULL,1,2,50.00,USD,26.77
Day of 2025-12-31,2025-12-31,2025-12-31,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,27,27,0,0.00,0.00,0,0.00,0,0.00,3.70,3.35,4.38,18.16,100.0,0.0,0,NULL,3,NULL,NULL,1,1,33.33,USD,18.16
Day of 2025-12-30,2025-12-30,2025-12-30,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,59,57,7,11.86,57.72,2,3.39,0,0.00,0.00,3.50,4.33,21.30,100.0,0.0,0,NULL,2,NULL,NULL,1,1,50.00,USD,21.30
Day of 2025-12-30,2025-12-30,2025-12-30,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,75,75,4,5.33,55.70,0,0.00,0,0.00,0.00,4.51,5.79,22.40,100.0,0.0,0,NULL,8,NULL,NULL,1,4,50.00,USD,22.40
Day of 2025-12-30,2025-12-30,2025-12-30,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,31,30,3,9.68,29.06,1,3.23,1,3.23,0.00,3.58,4.82,18.54,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,18.54
Day of 2025-12-29,2025-12-29,2025-12-29,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,55,55,4,7.27,21.73,0,0.00,0,0.00,0.00,2.44,3.50,27.62,100.0,0.0,0,NULL,4,NULL,NULL,1,3,75.00,USD,27.62
Day of 2025-12-29,2025-12-29,2025-12-29,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,66,64,3,4.55,27.27,2,3.03,0,0.00,0.00,3.27,4.42,26.66,100.0,0.0,0,NULL,6,NULL,NULL,1,0,0.00,USD,26.66
Day of 2025-12-29,2025-12-29,2025-12-29,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,26,26,2,7.69,3.47,0,0.00,0,0.00,0.00,3.46,5.53,27.83,100.0,0.0,0,NULL,4,NULL,NULL,1,0,0.00,USD,27.83
Day of 2025-12-28,2025-12-28,2025-12-28,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,74,72,5,6.76,31.46,2,2.70,0,0.00,0.00,5.51,6.67,21.38,98.47,1.53,22,NULL,9,NULL,NULL,2,5,55.56,USD,21.38
Day of 2025-12-28,2025-12-28,2025-12-28,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,68,67,6,8.82,63.49,1,1.47,1,1.47,0.00,3.48,4.41,20.04,100.0,0.0,0,NULL,4,NULL,NULL,3,0,0.00,USD,20.04
Day of 2025-12-28,2025-12-28,2025-12-28,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,23,20,0,0.00,0.00,3,13.04,3,13.04,0.00,4.93,5.60,17.34,91.8,8.2,118,NULL,2,NULL,NULL,0,0,0.00,USD,17.34
Day of 2025-12-27,2025-12-27,2025-12-27,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,91,89,7,7.69,34.25,2,2.20,0,0.00,0.00,4.08,4.96,22.12,100.0,0.0,0,NULL,5,NULL,NULL,1,3,60.00,USD,22.12
Day of 2025-12-27,2025-12-27,2025-12-27,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,62,62,3,4.84,38.30,0,0.00,0,0.00,0.00,3.36,4.26,20.69,100.0,0.0,0,NULL,3,NULL,NULL,0,2,66.67,USD,20.69
Day of 2025-12-27,2025-12-27,2025-12-27,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,21,19,0,0.00,0.00,2,9.52,2,9.52,0.00,4.27,5.39,18.78,97.22,2.78,40,NULL,0,NULL,NULL,0,0,0.00,USD,18.78
Day of 2025-12-26,2025-12-26,2025-12-26,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,81,69,5,6.17,36.20,12,14.81,10,12.35,0.00,3.85,4.63,23.35,96.94,3.06,44,NULL,6,NULL,NULL,1,1,16.67,USD,23.35
Day of 2025-12-26,2025-12-26,2025-12-26,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,84,83,4,4.76,13.90,1,1.19,1,1.19,0.00,3.88,4.97,23.11,100.0,0.0,0,NULL,5,NULL,NULL,4,1,20.00,USD,23.11
Day of 2025-12-26,2025-12-26,2025-12-26,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,24,17,1,4.17,10.82,7,29.17,6,25.00,4.17,3.22,4.86,16.20,96.18,3.82,55,NULL,2,NULL,NULL,0,0,0.00,USD,16.20
Day of 2025-12-24,2025-12-24,2025-12-24,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,66,64,6,9.09,35.85,2,3.03,0,0.00,0.00,7.44,8.36,29.56,100.0,0.0,0,NULL,3,NULL,NULL,1,2,66.67,USD,29.56
Day of 2025-12-24,2025-12-24,2025-12-24,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,47,47,5,10.64,29.77,0,0.00,0,0.00,0.00,5.71,7.02,27.46,96.67,3.33,30,NULL,1,NULL,NULL,0,1,100.00,USD,27.46
Day of 2025-12-24,2025-12-24,2025-12-24,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,24,24,3,12.50,27.13,0,0.00,0,0.00,0.00,5.16,6.08,25.76,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,25.76
Day of 2025-12-23,2025-12-23,2025-12-23,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,41,41,0,0.00,0.00,0,0.00,0,0.00,0.00,3.15,3.68,19.17,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,19.17
Day of 2025-12-23,2025-12-23,2025-12-23,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,61,60,4,6.56,27.06,1,1.64,0,0.00,0.00,4.11,5.29,22.22,100.0,0.0,0,NULL,3,NULL,NULL,0,2,66.67,USD,22.22
Day of 2025-12-23,2025-12-23,2025-12-23,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,29,29,0,0.00,0.00,0,0.00,0,0.00,0.00,2.52,4.47,20.38,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,20.38
Day of 2025-12-22,2025-12-22,2025-12-22,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,54,53,7,12.96,41.85,1,1.85,0,0.00,0.00,2.93,3.61,20.26,100.0,0.0,0,NULL,2,NULL,NULL,0,1,50.00,USD,20.26
Day of 2025-12-22,2025-12-22,2025-12-22,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,44,43,0,0.00,0.00,1,2.27,0,0.00,0.00,4.05,4.95,23.18,97.37,2.63,30,NULL,1,NULL,NULL,1,0,0.00,USD,23.18
Day of 2025-12-22,2025-12-22,2025-12-22,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,14,14,2,14.29,6.33,0,0.00,0,0.00,0.00,2.93,3.70,18.08,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,18.08
Day of 2025-12-21,2025-12-21,2025-12-21,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,72,71,9,12.50,53.16,1,1.39,0,0.00,1.39,3.60,4.60,21.37,100.0,0.0,0,NULL,5,NULL,NULL,1,3,60.00,USD,21.37
Day of 2025-12-21,2025-12-21,2025-12-21,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,68,67,3,4.41,17.18,1,1.47,0,0.00,0.00,3.37,4.28,19.12,100.0,0.0,0,NULL,4,NULL,NULL,0,1,25.00,USD,19.12
Day of 2025-12-21,2025-12-21,2025-12-21,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,36,36,3,8.33,26.26,0,0.00,0,0.00,0.00,3.38,4.57,15.57,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,15.57
Day of 2025-12-20,2025-12-20,2025-12-20,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,96,96,4,4.17,22.10,0,0.00,0,0.00,0.00,3.28,4.30,22.27,98.33,1.67,24,NULL,5,NULL,NULL,0,3,60.00,USD,22.27
Day of 2025-12-20,2025-12-20,2025-12-20,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,64,64,5,7.81,67.64,0,0.00,0,0.00,0.00,3.51,4.92,20.57,100.0,0.0,0,NULL,6,NULL,NULL,3,0,0.00,USD,20.57
Day of 2025-12-20,2025-12-20,2025-12-20,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,23,19,1,4.35,8.05,4,17.39,4,17.39,8.70,5.88,7.27,20.46,93.12,6.88,99,NULL,5,NULL,NULL,1,1,20.00,USD,20.46
Day of 2025-12-19,2025-12-19,2025-12-19,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,100,97,11,11.00,59.46,3,3.00,1,1.00,0.00,6.42,7.32,26.58,97.71,2.29,33,NULL,6,NULL,NULL,0,4,66.67,USD,26.58
Day of 2025-12-19,2025-12-19,2025-12-19,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,64,64,4,6.25,51.55,0,0.00,0,0.00,0.00,4.25,5.43,30.47,100.0,0.0,0,NULL,4,NULL,NULL,1,1,25.00,USD,30.47
Day of 2025-12-19,2025-12-19,2025-12-19,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,23,18,0,0.00,0.00,5,21.74,5,21.74,0.00,2.88,3.85,21.75,88.46,11.54,166,NULL,2,NULL,NULL,0,0,0.00,USD,21.75
